"Position","Verb","Form","Front","Back"
"16","morire","Condizionale Passato","loro(f) muoiono -> (se) Passato","loro sarebbero morte"
"17","nascere","Imperfetto","io nasco -> Imperfetto","io nascevo"
"17","nascere","Imperfetto","tu nasci -> Imperfetto","tu nascevi"
"17","nascere","Imperfetto","lui nasce -> Imperfetto","lui nasceva"
"17","nascere","Imperfetto","lei nasce -> Imperfetto","lei nasceva"
"17","nascere","Imperfetto","noi nasciamo -> Imperfetto","noi nascevamo"
"17","nascere","Imperfetto","voi nascete -> Imperfetto","voi nascevate"
"17","nascere","Imperfetto","loro(m) nascono -> Imperfetto","loro(m) nascevano"
"17","nascere","Imperfetto","loro(f) nascono -> Imperfetto","loro(f) nascevano"
"17","nascere","Passato remoto","io nasco -> Passato Remoto","io nacqui"
"17","nascere","Passato remoto","tu nasci -> Passato Remoto","tu nascesti"
"17","nascere","Passato remoto","lui nasce -> Passato Remoto","lui nacque"
"17","nascere","Passato remoto","lei nasce -> Passato Remoto","lei nacque"
"17","nascere","Passato remoto","noi nasciamo -> Passato Remoto","noi nascemmo"
"17","nascere","Passato remoto","voi nascete -> Passato Remoto","voi nasceste"
"17","nascere","Passato remoto","loro(m) nascono -> Passato Remoto","loro(m) nacquero"
"17","nascere","Passato remoto","loro(f) nascono -> Passato Remoto","loro(f) nacquero"
"17","nascere","Futuro semplice","io nasco -> Futuro","io nascerò"
"17","nascere","Futuro semplice","tu nasci -> Futuro","tu nascerai"
"17","nascere","Futuro semplice","lui nasce -> Futuro","lui nascerà"
"17","nascere","Futuro semplice","lei nasce -> Futuro","lei nascerà"
"17","nascere","Futuro semplice","noi nasciamo -> Futuro","noi nasceremo"
"17","nascere","Futuro semplice","voi nascete -> Futuro","voi nascerete"
"17","nascere","Futuro semplice","loro(m) nascono -> Futuro","loro(m) nasceranno"
"17","nascere","Futuro semplice","loro(f) nascono -> Futuro","loro(f) nasceranno"
"17","nascere","Passato prossimo","io nasco -> Perfetto","io sono nato"
"17","nascere","Passato prossimo","tu nasci -> Perfetto","tu sei nato"
"17","nascere","Passato prossimo","lui nasce -> Perfetto","lui è nato"
"17","nascere","Passato prossimo","lei nasce -> Perfetto","lei è nata"
"17","nascere","Passato prossimo","noi nasciamo -> Perfetto","noi siamo nati"
"17","nascere","Passato prossimo","voi nascete -> Perfetto","voi siete nati"
"17","nascere","Passato prossimo","loro(m) nascono -> Perfetto","loro sono nati"
"17","nascere","Passato prossimo","loro(f) nascono -> Perfetto","loro sono nate"
"17","nascere","Trapassato prossimo","io nasco -> Trapassato Prossimo","io ero nato"
"17","nascere","Trapassato prossimo","tu nasci -> Trapassato Prossimo","tu eri nato"
"17","nascere","Trapassato prossimo","lui nasce -> Trapassato Prossimo","lui era nato"
"17","nascere","Trapassato prossimo","lei nasce -> Trapassato Prossimo","lei era nata"
"17","nascere","Trapassato prossimo","noi nasciamo -> Trapassato Prossimo","noi eravamo nati"
"17","nascere","Trapassato prossimo","voi nascete -> Trapassato Prossimo","voi eravate nati"
"17","nascere","Trapassato prossimo","loro(m) nascono -> Trapassato Prossimo","loro erano nati"
"17","nascere","Trapassato prossimo","loro(f) nascono -> Trapassato Prossimo","loro erano nate"
"17","nascere","Futuro anteriore","io nasco -> Futuro Anteriore","io sarò nato"
"17","nascere","Futuro anteriore","tu nasci -> Futuro Anteriore","tu sarai nato"
"17","nascere","Futuro anteriore","lui nasce -> Futuro Anteriore","lui sarà nato"
"17","nascere","Futuro anteriore","lei nasce -> Futuro Anteriore","lei sarà nata"
"17","nascere","Futuro anteriore","noi nasciamo -> Futuro Anteriore","noi saremo nati"
"17","nascere","Futuro anteriore","voi nascete -> Futuro Anteriore","voi sarete nati"
"17","nascere","Futuro anteriore","loro(m) nascono -> Futuro Anteriore","loro saranno nati"
"17","nascere","Futuro anteriore","loro(f) nascono -> Futuro Anteriore","loro saranno nate"
"17","nascere","Congiuntivo Presente","io nasco -> (che) Presente","che io nasca"
"17","nascere","Congiuntivo Presente","tu nasci -> (che) Presente","che tu nasca"
"17","nascere","Congiuntivo Presente","lui nasce -> (che) Presente","che lui nasca"
"17","nascere","Congiuntivo Presente","lei nasce -> (che) Presente","che lei nasca"
"17","nascere","Congiuntivo Presente","noi nasciamo -> (che) Presente","che noi nasciamo"
"17","nascere","Congiuntivo Presente","voi nascete -> (che) Presente","che voi nasciate"
"17","nascere","Congiuntivo Presente","loro(m) nascono -> (che) Presente","che loro(m) nascano"
"17","nascere","Congiuntivo Presente","loro(f) nascono -> (che) Presente","che loro(f) nascano"
"17","nascere","Congiuntivo Passato","io nasco -> (che) Perfettoal","che io sia nato"
"17","nascere","Congiuntivo Passato","tu nasci -> (che) Perfettoal","che tu sia nato"
"17","nascere","Congiuntivo Passato","lui nasce -> (che) Perfettoal","che lui sia nato"
"17","nascere","Congiuntivo Passato","lei nasce -> (che) Perfettoal","che lei sia nata"
"17","nascere","Congiuntivo Passato","noi nasciamo -> (che) Perfettoal","che noi siamo nati"
"17","nascere","Congiuntivo Passato","voi nascete -> (che) Perfettoal","che voi siate nati"
"17","nascere","Congiuntivo Passato","loro(m) nascono -> (che) Perfettoal","che loro siano nati"
"17","nascere","Congiuntivo Passato","loro(f) nascono -> (che) Perfettoal","che loro siano nate"
"17","nascere","Congiuntivo Trapassato","io nasco -> (che) Trapassato","che io fossi nato"
"17","nascere","Congiuntivo Trapassato","tu nasci -> (che) Trapassato","che tu fossi nato"
"17","nascere","Congiuntivo Trapassato","lui nasce -> (che) Trapassato","che lui fosse nato"
"17","nascere","Congiuntivo Trapassato","lei nasce -> (che) Trapassato","che lei fosse nata"
"17","nascere","Congiuntivo Trapassato","noi nasciamo -> (che) Trapassato","che noi fossimo nati"
"17","nascere","Congiuntivo Trapassato","voi nascete -> (che) Trapassato","che voi foste nati"
"17","nascere","Congiuntivo Trapassato","loro(m) nascono -> (che) Trapassato","che loro fossero nati"
"17","nascere","Congiuntivo Trapassato","loro(f) nascono -> (che) Trapassato","che loro fossero nate"
"17","nascere","Congiuntivo Imperfetto","io nasco -> (che) Imperfetto","che io nascessi"
"17","nascere","Congiuntivo Imperfetto","tu nasci -> (che) Imperfetto","che tu nascessi"
"17","nascere","Congiuntivo Imperfetto","lui nasce -> (che) Imperfetto","che lui nascesse"
"17","nascere","Congiuntivo Imperfetto","lei nasce -> (che) Imperfetto","che lei nascesse"
"17","nascere","Congiuntivo Imperfetto","noi nasciamo -> (che) Imperfetto","che noi nascessimo"
"17","nascere","Congiuntivo Imperfetto","voi nascete -> (che) Imperfetto","che voi nasceste"
"17","nascere","Congiuntivo Imperfetto","loro(m) nascono -> (che) Imperfetto","che loro(m) nascessero"
"17","nascere","Congiuntivo Imperfetto","loro(f) nascono -> (che) Imperfetto","che loro(f) nascessero"
"17","nascere","Condizionale Presente","io nasco -> (se) Presente","io nascerei"
"17","nascere","Condizionale Presente","tu nasci -> (se) Presente","tu nasceresti"
"17","nascere","Condizionale Presente","lui nasce -> (se) Presente","lui nascerebbe"
"17","nascere","Condizionale Presente","lei nasce -> (se) Presente","lei nascerebbe"
"17","nascere","Condizionale Presente","noi nasciamo -> (se) Presente","noi nasceremmo"
"17","nascere","Condizionale Presente","voi nascete -> (se) Presente","voi nascereste"
"17","nascere","Condizionale Presente","loro(m) nascono -> (se) Presente","loro(m) nascerebbero"
"17","nascere","Condizionale Presente","loro(f) nascono -> (se) Presente","loro(f) nascerebbero"
"17","nascere","Condizionale Passato","io nasco -> (se) Passato","io sarei nato"
"17","nascere","Condizionale Passato","tu nasci -> (se) Passato","tu saresti nato"
"17","nascere","Condizionale Passato","lui nasce -> (se) Passato","lui sarebbe nato"
"17","nascere","Condizionale Passato","lei nasce -> (se) Passato","lei sarebbe nata"
"17","nascere","Condizionale Passato","noi nasciamo -> (se) Passato","noi saremmo nati"
"17","nascere","Condizionale Passato","voi nascete -> (se) Passato","voi sareste nati"
"17","nascere","Condizionale Passato","loro(m) nascono -> (se) Passato","loro sarebbero nati"
"17","nascere","Condizionale Passato","loro(f) nascono -> (se) Passato","loro sarebbero nate"
"18","parlare","Imperfetto","io parlo -> Imperfetto","io parlavo"
"18","parlare","Imperfetto","tu parli -> Imperfetto","tu parlavi"
"18","parlare","Imperfetto","lui parla -> Imperfetto","lui parlava"
"18","parlare","Imperfetto","lei parla -> Imperfetto","lei parlava"
"18","parlare","Imperfetto","noi parliamo -> Imperfetto","noi parlavamo"
"18","parlare","Imperfetto","voi parlate -> Imperfetto","voi parlavate"
"18","parlare","Imperfetto","loro(m) parlano -> Imperfetto","loro(m) parlavano"
"18","parlare","Imperfetto","loro(f) parlano -> Imperfetto","loro(f) parlavano"
"18","parlare","Passato remoto","io parlo -> Passato Remoto","io parlai"
"18","parlare","Passato remoto","tu parli -> Passato Remoto","tu parlasti"
"18","parlare","Passato remoto","lui parla -> Passato Remoto","lui parlò"
"18","parlare","Passato remoto","lei parla -> Passato Remoto","lei parlò"
"18","parlare","Passato remoto","noi parliamo -> Passato Remoto","noi parlammo"
"18","parlare","Passato remoto","voi parlate -> Passato Remoto","voi parlaste"
"18","parlare","Passato remoto","loro(m) parlano -> Passato Remoto","loro(m) parlarono"
"18","parlare","Passato remoto","loro(f) parlano -> Passato Remoto","loro(f) parlarono"
"18","parlare","Futuro semplice","io parlo -> Futuro","io parlerò"
"18","parlare","Futuro semplice","tu parli -> Futuro","tu parlerai"
"18","parlare","Futuro semplice","lui parla -> Futuro","lui parlerà"
"18","parlare","Futuro semplice","lei parla -> Futuro","lei parlerà"
"18","parlare","Futuro semplice","noi parliamo -> Futuro","noi parleremo"
"18","parlare","Futuro semplice","voi parlate -> Futuro","voi parlerete"
"18","parlare","Futuro semplice","loro(m) parlano -> Futuro","loro(m) parleranno"
"18","parlare","Futuro semplice","loro(f) parlano -> Futuro","loro(f) parleranno"
"18","parlare","Passato prossimo","io parlo -> Perfetto","io ho parlato"
"18","parlare","Passato prossimo","tu parli -> Perfetto","tu hai parlato"
"18","parlare","Passato prossimo","lui parla -> Perfetto","lui ha parlato"
"18","parlare","Passato prossimo","lei parla -> Perfetto","lei ha parlato"
"18","parlare","Passato prossimo","noi parliamo -> Perfetto","noi abbiamo parlato"
"18","parlare","Passato prossimo","voi parlate -> Perfetto","voi avete parlato"
"18","parlare","Passato prossimo","loro(m) parlano -> Perfetto","loro(m) hanno parlato"
"18","parlare","Passato prossimo","loro(f) parlano -> Perfetto","loro(f) hanno parlato"
"18","parlare","Trapassato prossimo","io parlo -> Trapassato Prossimo","io avevo parlato"
"18","parlare","Trapassato prossimo","tu parli -> Trapassato Prossimo","tu avevi parlato"
"18","parlare","Trapassato prossimo","lui parla -> Trapassato Prossimo","lui aveva parlato"
"18","parlare","Trapassato prossimo","lei parla -> Trapassato Prossimo","lei aveva parlato"
"18","parlare","Trapassato prossimo","noi parliamo -> Trapassato Prossimo","noi avevamo parlato"
"18","parlare","Trapassato prossimo","voi parlate -> Trapassato Prossimo","voi avevate parlato"
"18","parlare","Trapassato prossimo","loro(m) parlano -> Trapassato Prossimo","loro(m) avevano parlato"
"18","parlare","Trapassato prossimo","loro(f) parlano -> Trapassato Prossimo","loro(f) avevano parlato"
"18","parlare","Futuro anteriore","io parlo -> Futuro Anteriore","io avrò parlato"
"18","parlare","Futuro anteriore","tu parli -> Futuro Anteriore","tu avrai parlato"
"18","parlare","Futuro anteriore","lui parla -> Futuro Anteriore","lui avrà parlato"
"18","parlare","Futuro anteriore","lei parla -> Futuro Anteriore","lei avrà parlato"
"18","parlare","Futuro anteriore","noi parliamo -> Futuro Anteriore","noi avremo parlato"
"18","parlare","Futuro anteriore","voi parlate -> Futuro Anteriore","voi avrete parlato"
"18","parlare","Futuro anteriore","loro(m) parlano -> Futuro Anteriore","loro(m) avranno parlato"
"18","parlare","Futuro anteriore","loro(f) parlano -> Futuro Anteriore","loro(f) avranno parlato"
"18","parlare","Congiuntivo Presente","io parlo -> (che) Presente","che io parli"
"18","parlare","Congiuntivo Presente","tu parli -> (che) Presente","che tu parli"
"18","parlare","Congiuntivo Presente","lui parla -> (che) Presente","che lui parli"
"18","parlare","Congiuntivo Presente","lei parla -> (che) Presente","che lei parli"
"18","parlare","Congiuntivo Presente","noi parliamo -> (che) Presente","che noi parliamo"
"18","parlare","Congiuntivo Presente","voi parlate -> (che) Presente","che voi parliate"
"18","parlare","Congiuntivo Presente","loro(m) parlano -> (che) Presente","che loro(m) parlino"
"18","parlare","Congiuntivo Presente","loro(f) parlano -> (che) Presente","che loro(f) parlino"
"18","parlare","Congiuntivo Passato","io parlo -> (che) Perfettoal","che io abbia parlato"
"18","parlare","Congiuntivo Passato","tu parli -> (che) Perfettoal","che tu abbia parlato"
"18","parlare","Congiuntivo Passato","lui parla -> (che) Perfettoal","che lui abbia parlato"
"18","parlare","Congiuntivo Passato","lei parla -> (che) Perfettoal","che lei abbia parlato"
"18","parlare","Congiuntivo Passato","noi parliamo -> (che) Perfettoal","che noi abbiamo parlato"
"18","parlare","Congiuntivo Passato","voi parlate -> (che) Perfettoal","che voi abbiate parlato"
"18","parlare","Congiuntivo Passato","loro(m) parlano -> (che) Perfettoal","che loro(m) abbiano parlato"
"18","parlare","Congiuntivo Passato","loro(f) parlano -> (che) Perfettoal","che loro(f) abbiano parlato"
"18","parlare","Congiuntivo Trapassato","io parlo -> (che) Trapassato","che io avessi parlato"
"18","parlare","Congiuntivo Trapassato","tu parli -> (che) Trapassato","che tu avessi parlato"
"18","parlare","Congiuntivo Trapassato","lui parla -> (che) Trapassato","che lui avesse parlato"
"18","parlare","Congiuntivo Trapassato","lei parla -> (che) Trapassato","che lei avesse parlato"
"18","parlare","Congiuntivo Trapassato","noi parliamo -> (che) Trapassato","che noi avessimo parlato"
"18","parlare","Congiuntivo Trapassato","voi parlate -> (che) Trapassato","che voi aveste parlato"
"18","parlare","Congiuntivo Trapassato","loro(m) parlano -> (che) Trapassato","che loro(m) avessero parlato"
"18","parlare","Congiuntivo Trapassato","loro(f) parlano -> (che) Trapassato","che loro(f) avessero parlato"
"18","parlare","Congiuntivo Imperfetto","io parlo -> (che) Imperfetto","che io parlassi"
"18","parlare","Congiuntivo Imperfetto","tu parli -> (che) Imperfetto","che tu parlassi"
"18","parlare","Congiuntivo Imperfetto","lui parla -> (che) Imperfetto","che lui parlasse"
"18","parlare","Congiuntivo Imperfetto","lei parla -> (che) Imperfetto","che lei parlasse"
"18","parlare","Congiuntivo Imperfetto","noi parliamo -> (che) Imperfetto","che noi parlassimo"
"18","parlare","Congiuntivo Imperfetto","voi parlate -> (che) Imperfetto","che voi parlaste"
"18","parlare","Congiuntivo Imperfetto","loro(m) parlano -> (che) Imperfetto","che loro(m) parlassero"
"18","parlare","Congiuntivo Imperfetto","loro(f) parlano -> (che) Imperfetto","che loro(f) parlassero"
"18","parlare","Condizionale Presente","io parlo -> (se) Presente","io parlerei"
"18","parlare","Condizionale Presente","tu parli -> (se) Presente","tu parleresti"
"18","parlare","Condizionale Presente","lui parla -> (se) Presente","lui parlerebbe"
"18","parlare","Condizionale Presente","lei parla -> (se) Presente","lei parlerebbe"
"18","parlare","Condizionale Presente","noi parliamo -> (se) Presente","noi parleremmo"
"18","parlare","Condizionale Presente","voi parlate -> (se) Presente","voi parlereste"
"18","parlare","Condizionale Presente","loro(m) parlano -> (se) Presente","loro(m) parlerebbero"
"18","parlare","Condizionale Presente","loro(f) parlano -> (se) Presente","loro(f) parlerebbero"
"18","parlare","Condizionale Passato","io parlo -> (se) Passato","io avrei parlato"
"18","parlare","Condizionale Passato","tu parli -> (se) Passato","tu avresti parlato"
"18","parlare","Condizionale Passato","lui parla -> (se) Passato","lui avrebbe parlato"
"18","parlare","Condizionale Passato","lei parla -> (se) Passato","lei avrebbe parlato"
"18","parlare","Condizionale Passato","noi parliamo -> (se) Passato","noi avremmo parlato"
"18","parlare","Condizionale Passato","voi parlate -> (se) Passato","voi avreste parlato"
"18","parlare","Condizionale Passato","loro(m) parlano -> (se) Passato","loro(m) avrebbero parlato"
"18","parlare","Condizionale Passato","loro(f) parlano -> (se) Passato","loro(f) avrebbero parlato"
"19","partire","Imperfetto","io parto -> Imperfetto","io partivo"
"19","partire","Imperfetto","tu parti -> Imperfetto","tu partivi"
"19","partire","Imperfetto","lui parte -> Imperfetto","lui partiva"
"19","partire","Imperfetto","lei parte -> Imperfetto","lei partiva"
"19","partire","Imperfetto","noi partiamo -> Imperfetto","noi partivamo"
"19","partire","Imperfetto","voi partite -> Imperfetto","voi partivate"
"19","partire","Imperfetto","loro(m) partono -> Imperfetto","loro(m) partivano"
"19","partire","Imperfetto","loro(f) partono -> Imperfetto","loro(f) partivano"
"19","partire","Passato remoto","io parto -> Passato Remoto","io partii"
"19","partire","Passato remoto","tu parti -> Passato Remoto","tu partisti"
"19","partire","Passato remoto","lui parte -> Passato Remoto","lui partì"
"19","partire","Passato remoto","lei parte -> Passato Remoto","lei partì"
"19","partire","Passato remoto","noi partiamo -> Passato Remoto","noi partimmo"
"19","partire","Passato remoto","voi partite -> Passato Remoto","voi partiste"
"19","partire","Passato remoto","loro(m) partono -> Passato Remoto","loro(m) partirono"
"19","partire","Passato remoto","loro(f) partono -> Passato Remoto","loro(f) partirono"
"19","partire","Futuro semplice","io parto -> Futuro","io partirò"
"19","partire","Futuro semplice","tu parti -> Futuro","tu partirai"
"19","partire","Futuro semplice","lui parte -> Futuro","lui partirà"
"19","partire","Futuro semplice","lei parte -> Futuro","lei partirà"
"19","partire","Futuro semplice","noi partiamo -> Futuro","noi partiremo"
"19","partire","Futuro semplice","voi partite -> Futuro","voi partirete"
"19","partire","Futuro semplice","loro(m) partono -> Futuro","loro(m) partiranno"
"19","partire","Futuro semplice","loro(f) partono -> Futuro","loro(f) partiranno"
"19","partire","Passato prossimo","io parto -> Perfetto","io sono partito"
"19","partire","Passato prossimo","tu parti -> Perfetto","tu sei partito"
"19","partire","Passato prossimo","lui parte -> Perfetto","lui è partito"
"19","partire","Passato prossimo","lei parte -> Perfetto","lei è partita"
"19","partire","Passato prossimo","noi partiamo -> Perfetto","noi siamo partiti"
"19","partire","Passato prossimo","voi partite -> Perfetto","voi siete partiti"
"19","partire","Passato prossimo","loro(m) partono -> Perfetto","loro sono partiti"
"19","partire","Passato prossimo","loro(f) partono -> Perfetto","loro sono partite"
"19","partire","Trapassato prossimo","io parto -> Trapassato Prossimo","io ero partito"
"19","partire","Trapassato prossimo","tu parti -> Trapassato Prossimo","tu eri partito"
"19","partire","Trapassato prossimo","lui parte -> Trapassato Prossimo","lui era partito"
"19","partire","Trapassato prossimo","lei parte -> Trapassato Prossimo","lei era partita"
"19","partire","Trapassato prossimo","noi partiamo -> Trapassato Prossimo","noi eravamo partiti"
"19","partire","Trapassato prossimo","voi partite -> Trapassato Prossimo","voi eravate partiti"
"19","partire","Trapassato prossimo","loro(m) partono -> Trapassato Prossimo","loro erano partiti"
"19","partire","Trapassato prossimo","loro(f) partono -> Trapassato Prossimo","loro erano partite"
"19","partire","Futuro anteriore","io parto -> Futuro Anteriore","io sarò partito"
"19","partire","Futuro anteriore","tu parti -> Futuro Anteriore","tu sarai partito"
"19","partire","Futuro anteriore","lui parte -> Futuro Anteriore","lui sarà partito"
"19","partire","Futuro anteriore","lei parte -> Futuro Anteriore","lei sarà partita"
"19","partire","Futuro anteriore","noi partiamo -> Futuro Anteriore","noi saremo partiti"
"19","partire","Futuro anteriore","voi partite -> Futuro Anteriore","voi sarete partiti"
"19","partire","Futuro anteriore","loro(m) partono -> Futuro Anteriore","loro saranno partiti"
"19","partire","Futuro anteriore","loro(f) partono -> Futuro Anteriore","loro saranno partite"
"19","partire","Congiuntivo Presente","io parto -> (che) Presente","che io parta"
"19","partire","Congiuntivo Presente","tu parti -> (che) Presente","che tu parta"
"19","partire","Congiuntivo Presente","lui parte -> (che) Presente","che lui parta"
"19","partire","Congiuntivo Presente","lei parte -> (che) Presente","che lei parta"
"19","partire","Congiuntivo Presente","noi partiamo -> (che) Presente","che noi partiamo"
"19","partire","Congiuntivo Presente","voi partite -> (che) Presente","che voi partiate"
"19","partire","Congiuntivo Presente","loro(m) partono -> (che) Presente","che loro(m) partano"
"19","partire","Congiuntivo Presente","loro(f) partono -> (che) Presente","che loro(f) partano"
"19","partire","Congiuntivo Passato","io parto -> (che) Perfettoal","che io sia partito"
"19","partire","Congiuntivo Passato","tu parti -> (che) Perfettoal","che tu sia partito"
"19","partire","Congiuntivo Passato","lui parte -> (che) Perfettoal","che lui sia partito"
"19","partire","Congiuntivo Passato","lei parte -> (che) Perfettoal","che lei sia partita"
"19","partire","Congiuntivo Passato","noi partiamo -> (che) Perfettoal","che noi siamo partiti"
"19","partire","Congiuntivo Passato","voi partite -> (che) Perfettoal","che voi siate partiti"
"19","partire","Congiuntivo Passato","loro(m) partono -> (che) Perfettoal","che loro siano partiti"
"19","partire","Congiuntivo Passato","loro(f) partono -> (che) Perfettoal","che loro siano partite"
"19","partire","Congiuntivo Trapassato","io parto -> (che) Trapassato","che io fossi partito"
"19","partire","Congiuntivo Trapassato","tu parti -> (che) Trapassato","che tu fossi partito"
"19","partire","Congiuntivo Trapassato","lui parte -> (che) Trapassato","che lui fosse partito"
"19","partire","Congiuntivo Trapassato","lei parte -> (che) Trapassato","che lei fosse partita"
"19","partire","Congiuntivo Trapassato","noi partiamo -> (che) Trapassato","che noi fossimo partiti"
"19","partire","Congiuntivo Trapassato","voi partite -> (che) Trapassato","che voi foste partiti"
"19","partire","Congiuntivo Trapassato","loro(m) partono -> (che) Trapassato","che loro fossero partiti"
"19","partire","Congiuntivo Trapassato","loro(f) partono -> (che) Trapassato","che loro fossero partite"
"19","partire","Congiuntivo Imperfetto","io parto -> (che) Imperfetto","che io partissi"
"19","partire","Congiuntivo Imperfetto","tu parti -> (che) Imperfetto","che tu partissi"
"19","partire","Congiuntivo Imperfetto","lui parte -> (che) Imperfetto","che lui partisse"
"19","partire","Congiuntivo Imperfetto","lei parte -> (che) Imperfetto","che lei partisse"
"19","partire","Congiuntivo Imperfetto","noi partiamo -> (che) Imperfetto","che noi partissimo"
"19","partire","Congiuntivo Imperfetto","voi partite -> (che) Imperfetto","che voi partiste"
"19","partire","Congiuntivo Imperfetto","loro(m) partono -> (che) Imperfetto","che loro(m) partissero"
"19","partire","Congiuntivo Imperfetto","loro(f) partono -> (che) Imperfetto","che loro(f) partissero"
"19","partire","Condizionale Presente","io parto -> (se) Presente","io partirei"
"19","partire","Condizionale Presente","tu parti -> (se) Presente","tu partiresti"
"19","partire","Condizionale Presente","lui parte -> (se) Presente","lui partirebbe"
"19","partire","Condizionale Presente","lei parte -> (se) Presente","lei partirebbe"
"19","partire","Condizionale Presente","noi partiamo -> (se) Presente","noi partiremmo"
"19","partire","Condizionale Presente","voi partite -> (se) Presente","voi partireste"
"19","partire","Condizionale Presente","loro(m) partono -> (se) Presente","loro(m) partirebbero"
"19","partire","Condizionale Presente","loro(f) partono -> (se) Presente","loro(f) partirebbero"
"19","partire","Condizionale Passato","io parto -> (se) Passato","io sarei partito"
"19","partire","Condizionale Passato","tu parti -> (se) Passato","tu saresti partito"
"19","partire","Condizionale Passato","lui parte -> (se) Passato","lui sarebbe partito"
"19","partire","Condizionale Passato","lei parte -> (se) Passato","lei sarebbe partita"
"19","partire","Condizionale Passato","noi partiamo -> (se) Passato","noi saremmo partiti"
"19","partire","Condizionale Passato","voi partite -> (se) Passato","voi sareste partiti"
"19","partire","Condizionale Passato","loro(m) partono -> (se) Passato","loro sarebbero partiti"
"19","partire","Condizionale Passato","loro(f) partono -> (se) Passato","loro sarebbero partite"
"20","piacere","Imperfetto","io piaccio -> Imperfetto","io piacevo"
"20","piacere","Imperfetto","tu piaci -> Imperfetto","tu piacevi"
"20","piacere","Imperfetto","lui piace -> Imperfetto","lui piaceva"
"20","piacere","Imperfetto","lei piace -> Imperfetto","lei piaceva"
"20","piacere","Imperfetto","noi piacciamo -> Imperfetto","noi piacevamo"
"20","piacere","Imperfetto","voi piacete -> Imperfetto","voi piacevate"
"20","piacere","Imperfetto","loro(m) piacciono -> Imperfetto","loro(m) piacevano"
"20","piacere","Imperfetto","loro(f) piacciono -> Imperfetto","loro(f) piacevano"
"20","piacere","Passato remoto","io piaccio -> Passato Remoto","io piacqui"
"20","piacere","Passato remoto","tu piaci -> Passato Remoto","tu piacesti"
"20","piacere","Passato remoto","lui piace -> Passato Remoto","lui piacque"
"20","piacere","Passato remoto","lei piace -> Passato Remoto","lei piacque"
"20","piacere","Passato remoto","noi piacciamo -> Passato Remoto","noi piacemmo"
"20","piacere","Passato remoto","voi piacete -> Passato Remoto","voi piaceste"
"20","piacere","Passato remoto","loro(m) piacciono -> Passato Remoto","loro(m) piacquero"
"20","piacere","Passato remoto","loro(f) piacciono -> Passato Remoto","loro(f) piacquero"
"20","piacere","Futuro semplice","io piaccio -> Futuro","io piacerò"
"20","piacere","Futuro semplice","tu piaci -> Futuro","tu piacerai"
"20","piacere","Futuro semplice","lui piace -> Futuro","lui piacerà"
"20","piacere","Futuro semplice","lei piace -> Futuro","lei piacerà"
"20","piacere","Futuro semplice","noi piacciamo -> Futuro","noi piaceremo"
"20","piacere","Futuro semplice","voi piacete -> Futuro","voi piacerete"
"20","piacere","Futuro semplice","loro(m) piacciono -> Futuro","loro(m) piaceranno"
"20","piacere","Futuro semplice","loro(f) piacciono -> Futuro","loro(f) piaceranno"
"20","piacere","Passato prossimo","io piaccio -> Perfetto","io sono piaciuto"
"20","piacere","Passato prossimo","tu piaci -> Perfetto","tu sei piaciuto"
"20","piacere","Passato prossimo","lui piace -> Perfetto","lui è piaciuto"
"20","piacere","Passato prossimo","lei piace -> Perfetto","lei è piaciuta"
"20","piacere","Passato prossimo","noi piacciamo -> Perfetto","noi siamo piaciuti"
"20","piacere","Passato prossimo","voi piacete -> Perfetto","voi siete piaciuti"
"20","piacere","Passato prossimo","loro(m) piacciono -> Perfetto","loro sono piaciuti"
"20","piacere","Passato prossimo","loro(f) piacciono -> Perfetto","loro sono piaciute"
"20","piacere","Trapassato prossimo","io piaccio -> Trapassato Prossimo","io ero piaciuto"
"20","piacere","Trapassato prossimo","tu piaci -> Trapassato Prossimo","tu eri piaciuto"
"20","piacere","Trapassato prossimo","lui piace -> Trapassato Prossimo","lui era piaciuto"
"20","piacere","Trapassato prossimo","lei piace -> Trapassato Prossimo","lei era piaciuta"
"20","piacere","Trapassato prossimo","noi piacciamo -> Trapassato Prossimo","noi eravamo piaciuti"
"20","piacere","Trapassato prossimo","voi piacete -> Trapassato Prossimo","voi eravate piaciuti"
"20","piacere","Trapassato prossimo","loro(m) piacciono -> Trapassato Prossimo","loro erano piaciuti"
"20","piacere","Trapassato prossimo","loro(f) piacciono -> Trapassato Prossimo","loro erano piaciute"
"20","piacere","Futuro anteriore","io piaccio -> Futuro Anteriore","io sarò piaciuto"
"20","piacere","Futuro anteriore","tu piaci -> Futuro Anteriore","tu sarai piaciuto"
"20","piacere","Futuro anteriore","lui piace -> Futuro Anteriore","lui sarà piaciuto"
"20","piacere","Futuro anteriore","lei piace -> Futuro Anteriore","lei sarà piaciuta"
"20","piacere","Futuro anteriore","noi piacciamo -> Futuro Anteriore","noi saremo piaciuti"
"20","piacere","Futuro anteriore","voi piacete -> Futuro Anteriore","voi sarete piaciuti"
"20","piacere","Futuro anteriore","loro(m) piacciono -> Futuro Anteriore","loro saranno piaciuti"
"20","piacere","Futuro anteriore","loro(f) piacciono -> Futuro Anteriore","loro saranno piaciute"
"20","piacere","Congiuntivo Presente","io piaccio -> (che) Presente","che io piaccia"
"20","piacere","Congiuntivo Presente","tu piaci -> (che) Presente","che tu piaccia"
"20","piacere","Congiuntivo Presente","lui piace -> (che) Presente","che lui piaccia"
